role,kind,title,year,runtime,genres,plot outline,rating,total votes,votes/rating,demographic,certificates,metascore,mpaa,color info,trivia,rentals
actor,movie,Starke Zeiten,1988,[u'West Germany:92'],[u'Comedy'],,2.7,98,"{1: 46, 2: 14, 3: 10, 4: 12, 5: 3, 6: 3, 7: 6, 8: 1, 9: 1, 10: 2}","{u'males aged 30-44': (43, 2.9), u'females': (7, 2.3), u'females aged 30-44': (4, 1.0), 'all votes': (98, 2.7), u'females aged 45+': (3, 2.7), u'males': (75, 3.0), u'males aged 18-29': (5, 2.8), u'aged 18-29': (5, 2.8), u'aged 30-44': (47, 2.8), u'non-us users': (71, 2.9), u'aged 45+': (29, 3.5), u'us users': (9, 3.0), u'top 1000 voters': (7, 3.6), u'males aged 45+': (26, 3.5)}",[u'West Germany:6::(f)'],,,[u'Color::(Eastmancolor)'],,
actor,tv series,Knight Rider,1982,[u'46::(90 episodes)'],"[u'Action', u'Crime', u'Drama', u'Sci-Fi']",A lone crimefighter battles the forces of evil with the help of an indestructible and artificially intelligent supercar.,6.9,23685,"{1: 509, 2: 328, 3: 484, 4: 840, 5: 1837, 6: 3879, 7: 6105, 8: 4152, 9: 1947, 10: 3604}","{u'aged 45+': (3041, 6.2), u'imdb staff': (2, 6.5), u'aged 30-44': (12481, 7.0), u'females': (2646, 6.5), u'females aged 30-44': (1532, 6.5), 'all votes': (23685, 6.9), u'females aged 45+': (515, 6.3), u'males': (17306, 6.9), u'males aged 18-29': (3343, 7.0), u'males under 18': (18, 7.5), u'aged 18-29': (3896, 6.9), u'males aged 30-44': (10812, 7.1), u'non-us users': (12877, 6.9), u'females aged 18-29': (516, 6.4), u'us users': (3653, 6.8), u'females under 18': (2, 10.0), u'aged under 18': (20, 7.5), u'top 1000 voters': (330, 6.0), u'males aged 45+': (2479, 6.2)}","[u'Argentina:Atp', u'Australia:PG::(DVD rating)', u'Australia:M::(some episodes)', u'Netherlands:MG6', u'Netherlands:6::(DVD rating)', u'Singapore:PG', u'USA:TV-PG']",,,[u'Color::(Technicolor)'],,
actor,tv movie,Bridge Across Time,1985,[u'97'],[u'Horror'],"London Bridge, London, England, 1888. Jack the Ripper dies in the Thames river. London Bridge, Lake Havasu...",5.0,370,"{1: 22, 2: 22, 3: 52, 4: 63, 5: 66, 6: 52, 7: 35, 8: 17, 9: 10, 10: 31}","{u'aged 45+': (135, 4.9), u'aged 30-44': (150, 5.3), u'females': (43, 5.4), u'females aged 30-44': (14, 5.7), 'all votes': (370, 5.0), u'females aged 45+': (26, 5.2), u'males': (257, 5.0), u'males aged 18-29': (11, 4.9), u'aged 18-29': (14, 4.9), u'males aged 30-44': (133, 5.3), u'non-us users': (134, 5.0), u'females aged 18-29': (3, 4.0), u'us users': (150, 5.2), u'top 1000 voters': (50, 4.4), u'males aged 45+': (108, 4.8)}","[u'Iceland:16', u'USA:Not Rated']",,,[u'Color'],,
actor,tv movie,The Cartier Affair,1984,"[u'96', u'Spain:120']","[u'Comedy', u'Crime']",Curt Taylor is a convict and owes Phil Drexler the number 1 convict in the prison. Now to settle his...,5.0,112,"{1: 7, 2: 10, 3: 11, 4: 9, 5: 26, 6: 8, 7: 11, 8: 10, 9: 3, 10: 17}","{u'males aged 30-44': (27, 5.2), u'females': (14, 5.3), u'females aged 30-44': (7, 5.7), 'all votes': (112, 5.0), u'females aged 45+': (7, 4.8), u'males': (70, 4.8), u'males aged 18-29': (4, 5.2), u'aged 18-29': (4, 5.2), u'aged 30-44': (34, 5.3), u'non-us users': (55, 4.7), u'aged 45+': (47, 4.8), u'us users': (25, 5.4), u'top 1000 voters': (21, 4.8), u'males aged 45+': (39, 4.6)}","[u'Iceland:L', u'UK:PG', u'USA:Not Rated']",,,[u'Color'],,
actor,tv series,The Love Boat,1977,"[u'60', u'USA:60::(249 episodes)']","[u'Comedy', u'Drama', u'Romance']","The romantic and comic tales of the passengers and crew of the cruise ship, Pacific Princess.",6.1,6445,"{1: 222, 2: 160, 3: 231, 4: 420, 5: 1010, 6: 1491, 7: 1222, 8: 727, 9: 310, 10: 652}","{u'aged 45+': (2526, 6.3), u'imdb staff': (2, 10.0), u'aged 30-44': (2328, 5.9), u'females': (1457, 6.7), u'females aged 30-44': (635, 6.5), 'all votes': (6445, 6.1), u'females aged 45+': (636, 6.9), u'males': (3833, 5.9), u'males aged 18-29': (164, 5.3), u'males under 18': (2, 4.5), u'aged 18-29': (281, 5.7), u'males aged 30-44': (1654, 5.7), u'non-us users': (2397, 5.8), u'females aged 18-29': (116, 6.3), u'us users': (2087, 6.3), u'females under 18': (2, 7.0), u'aged under 18': (4, 5.8), u'top 1000 voters': (206, 5.5), u'males aged 45+': (1852, 6.1)}","[u'Argentina:Atp', u'Australia:PG', u'Germany:0', u'Netherlands:AL', u'New Zealand:PG', u'UK:U::(some episodes)', u'UK:PG::(some episodes)', u'USA:TV-G']",,,[u'Color'],,
actor,tv series,Semi-Tough,1980,[u'30'],[u'Comedy'],,6.4,7,"{1: 0, 2: 0, 3: 0, 4: 2, 5: 1, 6: 2, 7: 0, 8: 0, 9: 0, 10: 2}","{u'males aged 30-44': (3, 7.0), u'females': (1, 4.0), 'all votes': (7, 6.4), u'females aged 45+': (1, 4.0), u'males': (6, 7.1), u'aged 30-44': (3, 7.0), u'non-us users': (4, 6.2), u'aged 45+': (4, 6.0), u'us users': (3, 6.7), u'top 1000 voters': (3, 5.0), u'males aged 45+': (3, 6.7)}",,,,[u'Color'],,
actor,tv movie,Pleasure Cove,1979,[u'USA:100'],"[u'Drama', u'Comedy']","The story of a posh seaside vacation resort, and the lives and adventures of its guests and staff.",6.8,31,"{1: 1, 2: 1, 3: 6, 4: 2, 5: 2, 6: 2, 7: 3, 8: 1, 9: 0, 10: 13}","{u'aged 45+': (13, 5.2), u'aged 30-44': (5, 6.8), u'females': (3, 7.3), u'females aged 30-44': (1, 10.0), 'all votes': (31, 6.8), u'females aged 45+': (1, 2.0), u'males': (18, 5.7), u'males aged 18-29': (2, 5.5), u'aged 18-29': (3, 7.0), u'males aged 30-44': (4, 6.2), u'non-us users': (8, 5.5), u'females aged 18-29': (1, 10.0), u'us users': (14, 5.7), u'top 1000 voters': (4, 3.8), u'males aged 45+': (12, 5.4)}",,,,[u'Color'],,
actor,movie,Starcrash,1978,"[u'USA:92', u'Italy:94']","[u'Action', u'Adventure', u'Sci-Fi']",An outlaw smuggler and her alien companion are recruited by the Emperor of the Galaxy to rescue his son and destroy a secret weapon by the evil Count Zarth Arn.,3.9,4469,"{1: 810, 2: 680, 3: 708, 4: 576, 5: 493, 6: 343, 7: 297, 8: 160, 9: 97, 10: 305}","{u'aged 45+': (1153, 3.7), u'imdb staff': (1, 3.0), u'aged 30-44': (2032, 3.9), u'females': (290, 3.7), u'females aged 30-44': (132, 4.0), 'all votes': (4469, 3.9), u'females aged 45+': (77, 3.2), u'males': (3442, 3.9), u'aged 18-29': (498, 3.9), u'males under 18': (3, 3.7), u'males aged 18-29': (423, 3.9), u'males aged 30-44': (1875, 3.9), u'non-us users': (2041, 3.9), u'females aged 18-29': (70, 3.9), u'us users': (1410, 3.8), u'aged under 18': (3, 3.7), u'top 1000 voters': (222, 3.8), u'males aged 45+': (1061, 3.7)}","[u'Argentina:Atp', u'Finland:K-12', u'Singapore:PG', u'UK:A::(original rating)', u'UK:PG::(video rating)', u'USA:PG::(certificate #25597)', u'West Germany:12']",,,[u'Color::(Technicolor)'],,
actor,movie,Revenge of the Cheerleaders,1976,[u'88'],"[u'Comedy', u'Sport']",The tale of the Aloha Cheerleaders' struggle against Lincoln high. High points include such events as...,4.6,561,"{1: 58, 2: 54, 3: 66, 4: 65, 5: 74, 6: 81, 7: 37, 8: 42, 9: 31, 10: 53}","{u'aged 45+': (153, 4.7), u'aged 30-44': (254, 4.6), u'females': (31, 4.7), u'females aged 30-44': (14, 5.0), 'all votes': (561, 4.6), u'females aged 45+': (13, 5.3), u'males': (403, 4.6), u'males aged 18-29': (28, 4.5), u'aged 18-29': (32, 4.3), u'males aged 30-44': (235, 4.6), u'non-us users': (207, 4.2), u'females aged 18-29': (4, 3.2), u'us users': (216, 5.0), u'top 1000 voters': (61, 4.4), u'males aged 45+': (136, 4.7)}","[u'Australia:R', u'Iceland:12', u'UK:18', u'USA:R']",,,[u'Color'],,
actor,tv series,Police Story,1973,"[u'USA:60::(84 episodes)', u'90::(3 episodes)', u'120::(8 episodes)']","[u'Action', u'Crime', u'Drama', u'Thriller']","Classic anthology series, which details the personal lives of the men and women of the Los Angeles Police Department...",7.5,590,"{1: 18, 2: 2, 3: 3, 4: 15, 5: 21, 6: 52, 7: 118, 8: 162, 9: 64, 10: 135}","{u'aged 45+': (380, 7.6), u'aged 30-44': (81, 6.6), u'females': (73, 7.4), u'females aged 30-44': (13, 5.7), 'all votes': (590, 7.5), u'females aged 45+': (55, 7.7), u'males': (424, 7.5), u'males aged 18-29': (26, 7.5), u'aged 18-29': (30, 7.3), u'males aged 30-44': (68, 6.9), u'non-us users': (137, 7.2), u'females aged 18-29': (4, 5.8), u'us users': (310, 7.6), u'top 1000 voters': (61, 6.9), u'males aged 45+': (321, 7.6)}",,,,[u'Color'],,
actor,tv series,The Dean Martin Show,1965,[u'60::(245 episodes)'],"[u'Comedy', u'Music']","Dean Martin hosts with several different celebrities that have several sketches of improv that breaks down comedy, race, and sex all at of the same time.",8.3,938,"{1: 12, 2: 4, 3: 7, 4: 6, 5: 20, 6: 61, 7: 128, 8: 205, 9: 184, 10: 311}","{u'aged 45+': (506, 8.4), u'aged 30-44': (149, 7.9), u'females': (197, 8.7), u'females aged 30-44': (38, 8.2), 'all votes': (938, 8.3), u'females aged 45+': (116, 8.9), u'males': (570, 8.2), u'males aged 18-29': (59, 8.4), u'aged 18-29': (96, 8.6), u'males aged 30-44': (108, 7.8), u'non-us users': (163, 8.1), u'females aged 18-29': (37, 8.9), u'us users': (505, 8.5), u'top 1000 voters': (80, 7.4), u'males aged 45+': (384, 8.3)}",[u'USA:TV-PG'],,,[u'Color'],,
director,tv series,Baywatch,1989,[u'60::(241 episodes)'],"[u'Action', u'Drama']",A cadre of attractive lifeguards patrol a crowded recreational beach.,5.2,20721,"{1: 1815, 2: 1199, 3: 1559, 4: 2262, 5: 3717, 6: 3542, 7: 2485, 8: 1383, 9: 579, 10: 2180}","{u'aged 45+': (2124, 4.3), u'imdb staff': (2, 3.0), u'aged 30-44': (10570, 5.2), u'females': (4228, 5.1), u'females aged 30-44': (2200, 5.0), 'all votes': (20721, 5.2), u'females aged 45+': (442, 4.1), u'males': (13644, 5.2), u'aged 18-29': (4844, 5.6), u'males under 18': (8, 9.3), u'males aged 18-29': (3345, 5.6), u'males aged 30-44': (8261, 5.2), u'non-us users': (11916, 5.2), u'females aged 18-29': (1448, 5.5), u'us users': (3200, 4.8), u'aged under 18': (8, 9.3), u'top 1000 voters': (307, 4.5), u'males aged 45+': (1648, 4.4)}","[u'Argentina:13', u'Australia:PG::(some episodes)', u'Australia:M::(some episodes)', u'Canada:G::(Quebec)', u'Germany:12', u'Netherlands:6', u'New Zealand:M', u'Norway:11::(2008) (DVD rating)', u'USA:TV-PG']",,,[u'Color'],,
miscellaneous crew,tv series,Baywatch,1989,[u'60::(241 episodes)'],"[u'Action', u'Drama']",A cadre of attractive lifeguards patrol a crowded recreational beach.,5.2,20721,"{1: 1815, 2: 1199, 3: 1559, 4: 2262, 5: 3717, 6: 3542, 7: 2485, 8: 1383, 9: 579, 10: 2180}","{u'aged 45+': (2124, 4.3), u'imdb staff': (2, 3.0), u'aged 30-44': (10570, 5.2), u'females': (4228, 5.1), u'females aged 30-44': (2200, 5.0), 'all votes': (20721, 5.2), u'females aged 45+': (442, 4.1), u'males': (13644, 5.2), u'aged 18-29': (4844, 5.6), u'males under 18': (8, 9.3), u'males aged 18-29': (3345, 5.6), u'males aged 30-44': (8261, 5.2), u'non-us users': (11916, 5.2), u'females aged 18-29': (1448, 5.5), u'us users': (3200, 4.8), u'aged under 18': (8, 9.3), u'top 1000 voters': (307, 4.5), u'males aged 45+': (1648, 4.4)}","[u'Argentina:13', u'Australia:PG::(some episodes)', u'Australia:M::(some episodes)', u'Canada:G::(Quebec)', u'Germany:12', u'Netherlands:6', u'New Zealand:M', u'Norway:11::(2008) (DVD rating)', u'USA:TV-PG']",,,[u'Color'],,
